RazaoSocial;Municipio;UF;DescNaturezaJuridica;DataAbertura;IdadeEmp;PorteEmpresa;DS_ITCP_TP_MATERIAL_SERVICO;ANO_EMPENHO;VL_EMPENHADO
POINTWARE SERVICOS DE INFORMATICA LTDA.;SÃO PAULO;SP;Sociedade Empresária Limitada;08/09/2005;16;EMPRESA DE PEQUENO PORTE;Serviço;2020;18133.00
POLAR ELECTRO BRASIL COMERCIO, DISTRIBUICAO, IMPORTACAO E EXPORTACAO LTDA.;SÃO PAULO;SP;Sociedade Empresária Limitada;29/03/2016;5;DEMAIS;Serviço;2020;15000.00
LINK DATA INFORMATICA E SERVICOS S/A;BRASÍLIA;DF;Sociedade Anônima Fechada;04/11/1988;33;DEMAIS;Material;2018;3000.00
LINK INFORMATICA EIRELI;BRASÍLIA;DF;Empresa Individual de Responsabilidade Limitada (de Natureza Empresária);27/07/2004;17;EMPRESA DE PEQUENO PORTE;Serviço;2020;1123419.11
LINK OPTICA SERVICOS EM TECNOLOGIA EIRELI;MARABÁ;PA;Empresa Individual de Responsabilidade Limitada (de Natureza Empresária);22/09/2014;7;EMPRESA DE PEQUENO PORTE;Serviço;2020;4970.00
LINK-UP SISTEMAS DE INFORMACAO TECNOLOGICA LTDA;CUBATÃO;SP;Sociedade Empresária Limitada;29/04/2009;12;NÃO INFORMADO;Material;2018;7449.75
LINK-UP SISTEMAS DE INFORMACAO TECNOLOGICA LTDA;CUBATÃO;SP;Sociedade Empresária Limitada;29/04/2009;12;NÃO INFORMADO;Material;2019;18384.50
LINKCON EIRELI;RECIFE;PE;Empresa Individual de Responsabilidade Limitada (de Natureza Empresária);26/09/2002;19;DEMAIS;Serviço;2020;134310.33
LINQ TELECOMUNICACOES LTDA;GOIÂNIA;GO;Sociedade Empresária Limitada;10/10/2016;5;DEMAIS;Serviço;2019;1379.40
LIZ SERVICOS ONLINE LTDA;ITAPEMA;SC;Sociedade Empresária Limitada;28/03/2000;21;EMPRESA DE PEQUENO PORTE;Serviço;2020;20800.00
LLED SOLUCOES EM ENGENHARIA LTDA;RIO DE JANEIRO;RJ;Sociedade Empresária Limitada;03/05/2010;11;DEMAIS;Serviço;2019;8340.00
LOGIC PROCESSAMENTO DE DADOS LTDA;VITÓRIA;ES;Sociedade Empresária Limitada;10/08/1982;39;EMPRESA DE PEQUENO PORTE;Serviço;2019;5962.12
LOGIKS CONSULTORIA E SERVICOS EM TECNOLOGIA DA INFORMACAO LTDA;BRASÍLIA;DF;Sociedade Empresária Limitada;09/11/2005;16;EMPRESA DE PEQUENO PORTE;Serviço;2020;446227.41
LOGIN INFORMATICA COMERCIO E REPRESENTACAO LTDA;ILHÉUS;BA;Sociedade Empresária Limitada;30/06/1995;26;DEMAIS;Material;2018;3132968.84
LOGIN INFORMATICA COMERCIO E REPRESENTACAO LTDA;ILHÉUS;BA;Sociedade Empresária Limitada;30/06/1995;26;DEMAIS;Material;2019;309720.00
LOJAS AMEL LTDA;BELO HORIZONTE;MG;Sociedade Empresária Limitada;06/01/2020;1;NÃO INFORMADO;Material;2020;9727.72
LOJAS COLOMBO SA COMERCIO DE UTILIDADES DOMESTICAS;FARROUPILHA;RS;Sociedade Anônima Fechada;21/07/1992;29;DEMAIS;Material;2020;29577.00
LONDRINA SUPRIMENTOS LTDA;LONDRINA;PR;Sociedade Empresária Limitada;18/04/2017;4;NÃO INFORMADO;Material;2020;5509.93
LOTUS MEDICAL LTDA;CURITIBA;PR;Sociedade Empresária Limitada;11/07/2016;5;NÃO INFORMADO;Material;2019;699.00
LOUZEIRO & MORAIS LTDA;FORMOSA DO RIO PRETO;BA;Sociedade Empresária Limitada;17/09/2013;8;NÃO INFORMADO;Serviço;2020;1520.00
LPK LTDA;FLORIANÓPOLIS;SC;Sociedade Empresária Limitada;10/04/1995;26;EMPRESA DE PEQUENO PORTE;Material;2018;796.60
LSCOM TELECOMUNICACOES E INFORMATICA EIRELI;CURITIBA;PR;Empresa Individual de Responsabilidade Limitada (de Natureza Empresária);07/05/2014;7;NÃO INFORMADO;Material;2018;31612.80
LSCOM TELECOMUNICACOES E INFORMATICA EIRELI;CURITIBA;PR;Empresa Individual de Responsabilidade Limitada (de Natureza Empresária);07/05/2014;7;NÃO INFORMADO;Material;2019;3868.50
LTA-RH INFORMATICA, COMERCIO, REPRESENTACOES LTDA;BRASÍLIA;DF;Sociedade Empresária Limitada;26/04/2011;10;DEMAIS;Material;2018;17810037.00
LUCAS CORREA GUEDES;SANTA MARIA;RS;Empresário (Individual);27/03/2014;7;NÃO INFORMADO;Serviço;2019;3999.00
LUCAS GUILHERME DA SILVA;LIMEIRA;SP;Empresário (Individual);19/02/2019;2;NÃO INFORMADO;Material;2020;93852.50
LUCAS SHINTI IWAMURA 45594875883;CAMPO MOURÃO;PR;Empresário (Individual);15/09/2020;1;NÃO INFORMADO;Serviço;2020;14000.00
LUCAS VERGARA DUTRA;PELOTAS;RS;Empresário (Individual);19/10/2009;12;NÃO INFORMADO;Serviço;2020;11020.00
LUCIANA DE FATIMA DOS SANTOS RIVA 56965192020;SANTIAGO;RS;Empresário (Individual);23/10/2012;9;NÃO INFORMADO;Serviço;2020;2600.00
LUCIANE KLESENER;PORTO ALEGRE;RS;Empresário (Individual);27/12/2001;20;NÃO INFORMADO;Material;2019;102.00
LUCIMARA ANDRADE 01290395195;CUIABÁ;MT;Empresário (Individual);02/03/2020;1;NÃO INFORMADO;Material;2020;8266.21
LUCRATT COMERCIO E TURISMO LTDA;SOROCABA;SP;Sociedade Empresária Limitada;23/03/2009;12;NÃO INFORMADO;Material;2020;25580.00
LUDMILA APARECIDA DE SOUZA;PARÁ DE MINAS;MG;Empresário (Individual);07/02/2017;4;NÃO INFORMADO;Material;2020;1264.00
LUIS HENRIQUE DURAO;UBERABA;MG;Empresário (Individual);13/07/1994;27;NÃO INFORMADO;Material;2019;14642.40
LUNES 3 COMERCIO DE MAQUINAS E SUPRIMENTOS GRAFICOS LTDA;PORTO ALEGRE;RS;Sociedade Empresária Limitada;05/08/1997;24;EMPRESA DE PEQUENO PORTE;Serviço;2018;1870.00
LUXOR COMERCIO E SERVICOS DE EQUIPAMENTOS DE ESCRITORIO LTDA;VITÓRIA;ES;Sociedade Empresária Limitada;05/06/1992;29;NÃO INFORMADO;Serviço;2020;123480.72
LVD SOLUCOES EM INFORMATICA LTDA;SÃO PAULO;SP;Sociedade Empresária Limitada;25/06/2018;3;NÃO INFORMADO;Material;2020;964895.48
M A POLETTO - INFORMATICA;UMUARAMA;PR;Empresário (Individual);23/05/2007;14;NÃO INFORMADO;Material;2018;3390.00
M DE HOLANDA DOMINGOS;COLINAS DO TOCANTINS;TO;Empresário (Individual);17/01/2012;9;NÃO INFORMADO;Material;2020;705.00
M FLEIG;SANTA MARIA;RS;Empresário (Individual);19/03/1998;23;EMPRESA DE PEQUENO PORTE;Material;2019;2026.00
M J DA COSTA MATOS;MANAUS;AM;Empresário (Individual);29/06/2006;15;NÃO INFORMADO;Material;2019;4501.00
M L P COSTA;BOA VISTA;RR;Empresário (Individual);16/02/2005;16;EMPRESA DE PEQUENO PORTE;Serviço;2020;258933.25
M P DA MATA RIBEIRO COMERCIO MAQUINAS E SUPRIMENTOS DE INFORMATICA;RIO DE JANEIRO;RJ;Empresário (Individual);21/03/2016;5;EMPRESA DE PEQUENO PORTE;Material;2019;2990.00
M R FERNANDES;CÁCERES;MT;Empresário (Individual);14/03/2012;9;EMPRESA DE PEQUENO PORTE;Material;2018;672.00
M S DE CASTRO SAMPAIO;ITABERABA;BA;Empresário (Individual);20/03/2002;19;NÃO INFORMADO;Material;2018;560.00
M S DE CASTRO SAMPAIO;ITABERABA;BA;Empresário (Individual);20/03/2002;19;NÃO INFORMADO;Material;2019;4559.00
M SILVA COMERCIO E REPRESENTACOES;MACAPÁ;AP;Empresário (Individual);26/10/1988;33;NÃO INFORMADO;Material;2018;1400.00
M W F DA SILVA;MANAUS;AM;Empresário (Individual);26/07/2005;16;NÃO INFORMADO;Material;2020;24300.00
M. A. DE O. COSTA;IMPERATRIZ;MA;Empresário (Individual);18/02/2016;5;NÃO INFORMADO;Serviço;2020;2000.00
MEGUINS & VASCONCELOS LTDA;MACAPÁ;AP;Sociedade Empresária Limitada;27/12/2013;8;NÃO INFORMADO;Material;2020;2520.00
MELLVI COMERCIO E SERVICOS LTDA;SÃO PAULO;SP;Sociedade Empresária Limitada;26/11/1997;24;NÃO INFORMADO;Material;2020;19016.40
MEM EDUCACAO E TREINAMENTO PROFISSIONALIZANTE LTDA;SÃO PAULO;SP;Sociedade Empresária Limitada;29/06/2010;11;NÃO INFORMADO;Serviço;2020;21400.00
MENDONCA COMERCIO DE EQUIPAMENTOS E SUPRIMENTOS LTDA;FORMIGA;MG;Sociedade Empresária Limitada;16/03/2015;6;NÃO INFORMADO;Material;2018;250.00
MERCADOMOVEIS LTDA;CASTRO;PR;Sociedade Empresária Limitada;09/10/2000;21;DEMAIS;Material;2020;4200.00
MERCK S/A;COTIA;SP;Sociedade Anônima Fechada;01/12/2000;21;DEMAIS;Serviço;2019;26622.50
META TELECOM GESTORA DE DADOS EIRELI;PIRACICABA;SP;Empresa Individual de Responsabilidade Limitada (de Natureza Empresária);02/12/2003;18;NÃO INFORMADO;Serviço;2020;47703.57
METROHM BRASIL INSTRUMENTACAO ANALITICA EIRELI;SÃO PAULO;SP;Empresa Individual de Responsabilidade Limitada (de Natureza Empresária);07/12/2005;16;DEMAIS;Material;2019;1.00
METTTA COMERCIO DISTRIBUIDORA LTDA;GOIÂNIA;GO;Sociedade Empresária Limitada;21/08/2018;3;NÃO INFORMADO;Material;2018;67261.42
MG - TELECOMUNICACOES E INFORMATICA LTDA;ITU;SP;Sociedade Empresária Limitada;27/12/2005;16;EMPRESA DE PEQUENO PORTE;Serviço;2018;751.90
MG EQUIPAMENTOS E SUPRIMENTOS PARA ESCRITORIO LTDA;FOZ DO IGUAÇU;PR;Sociedade Empresária Limitada;26/08/2016;5;EMPRESA DE PEQUENO PORTE;Serviço;2018;20000.00
MG EQUIPAMENTOS E SUPRIMENTOS PARA ESCRITORIO LTDA;FOZ DO IGUAÇU;PR;Sociedade Empresária Limitada;26/08/2016;5;EMPRESA DE PEQUENO PORTE;Serviço;2019;25000.00
MGR MANUTENCAO E REPAROS DE EQUIPAMENTOS LTDA;RIO DE JANEIRO;RJ;Sociedade Simples Limitada;27/12/1988;33;NÃO INFORMADO;Serviço;2020;16207.00
MICHAEL EDUARDO PIETROCHINSKI;CURITIBA;PR;Empresário (Individual);21/01/2015;6;NÃO INFORMADO;Material;2020;78645.88
MICHEL MARCELO ARANTES BEZERRA 26818045820;CUIABÁ;MT;Empresário (Individual);29/03/2019;2;NÃO INFORMADO;Material;2020;6000.00
MICHELE ALVAREZ RIBEIRO;SÃO JOSÉ DOS PINHAIS;PR;Empresário (Individual);06/10/2016;5;NÃO INFORMADO;Material;2018;0.00
MICRO CABO FRIO COMERCIO DE INFORMATICA LTDA;CABO FRIO;RJ;Sociedade Empresária Limitada;27/12/2011;10;NÃO INFORMADO;Material;2019;2960.00
MICROCABLE SERVICOS E EQUIPAMENTOS LTDA;LAGES;SC;Sociedade Empresária Limitada;01/11/2012;9;EMPRESA DE PEQUENO PORTE;Serviço;2020;112101.28
MICROS E GIGAS INFORMATICA LTDA;SANTA CRUZ DO SUL;RS;Sociedade Empresária Limitada;16/10/2012;9;NÃO INFORMADO;Material;2020;35789.15
MICROSENS LTDA;LONDRINA;PR;Sociedade Empresária Limitada;28/08/1987;34;DEMAIS;Serviço;2020;12529.12
MICROSTRATEGY BRASIL LIMITADA;SÃO PAULO;SP;Sociedade Empresária Limitada;05/11/1998;23;DEMAIS;Serviço;2020;4566474.70
MICROWARE ENGENHARIA DE SISTEMAS LTDA;SÃO PAULO;SP;Sociedade Empresária Limitada;16/01/2007;14;DEMAIS;Material;2020;83160.00
MIDAS INFORMATICA E PRODUTOS EIRELI;GOIÂNIA;GO;Empresa Individual de Responsabilidade Limitada (de Natureza Empresária);21/11/2013;8;NÃO INFORMADO;Material;2020;38891.69
MIL PRINT INFORMATICA EIRELI;VITÓRIA;ES;Empresa Individual de Responsabilidade Limitada (de Natureza Empresária);03/12/2015;6;EMPRESA DE PEQUENO PORTE;Material;2020;233554.57
MILAN MOVEIS INDUSTRIA E COMERCIO LTDA;CUIABÁ;MT;Sociedade Empresária Limitada;08/07/1983;38;EMPRESA DE PEQUENO PORTE;Material;2020;0.00
MILKMA COMERCIO E SERVICOS LTDA;RECIFE;PE;Sociedade Empresária Limitada;23/07/1990;31;NÃO INFORMADO;Material;2020;1659.00
MILLENIUM TECNOLOGIA RELOGIO PONTO E CONTROLE DE ACESSO LTDA;CAMPO BOM;RS;Sociedade Empresária Limitada;22/11/2005;16;EMPRESA DE PEQUENO PORTE;Serviço;2018;684.00
MILRAU COMERCIO DE ARTIGOS PEDAGOGICOS LTDA;PORTO ALEGRE;RS;Sociedade Empresária Limitada;07/04/1998;23;EMPRESA DE PEQUENO PORTE;Material;2019;1170.00
MINAS ECOMM LTDA;BELO HORIZONTE;MG;Sociedade Empresária Limitada;11/01/2018;3;NÃO INFORMADO;Material;2019;849.80
MINDWORKS TECNOLOGIA EIRELI;SÃO PAULO;SP;Empresa Individual de Responsabilidade Limitada (de Natureza Empresária);23/10/2008;13;EMPRESA DE PEQUENO PORTE;Serviço;2018;26894.00
MINOL-TEC LTDA;SÃO JOSÉ DOS CAMPOS;SP;Sociedade Empresária Limitada;29/01/1999;22;EMPRESA DE PEQUENO PORTE;Material;2020;2095.00
MISTER MICRO PARANA LTDA;ARAPONGAS;PR;Sociedade Empresária Limitada;04/11/1996;25;NÃO INFORMADO;Material;2020;25994.01
MJ COMERCIAL LTDA;PALMAS;TO;Sociedade Empresária Limitada;05/11/2014;7;NÃO INFORMADO;Material;2018;6800.00
MJ COMERCIO DE MOVEIS EIRELI;PAULISTA;PE;Empresa Individual de Responsabilidade Limitada (de Natureza Empresária);07/10/2005;16;NÃO INFORMADO;Material;2019;410.00
MJ COMERCIO E SERVICOS DE INFORMATICA E TELECOMUNICACOES LTDA;FORTALEZA;CE;Sociedade Empresária Limitada;04/08/2008;13;NÃO INFORMADO;Serviço;2018;4280.80
ML SUPRIMENTOS PARA INFORMATICA LTDA;MARINGÁ;PR;Sociedade Empresária Limitada;24/08/2017;4;NÃO INFORMADO;Material;2019;2007.00
MM COMERCIO E LOCACAO DE  ELETRO ELETRONICOS EIRELI;GOIÂNIA;GO;Empresa Individual de Responsabilidade Limitada (de Natureza Empresária);09/01/2006;15;EMPRESA DE PEQUENO PORTE;Serviço;2018;17000.00
MN TECNOLOGIA E TREINAMENTO LTDA;FLORIANÓPOLIS;SC;Sociedade Empresária Limitada;05/06/2000;21;EMPRESA DE PEQUENO PORTE;Material;2020;365755.00
MNET SERVICOS E COMERCIO DE INFORMATICA LTDA;MANAUS;AM;Sociedade Empresária Limitada;29/12/2006;15;EMPRESA DE PEQUENO PORTE;Material;2018;17429.00
MOBISYS SOLUCOES MOVEIS EIRELI;PORTO ALEGRE;RS;Empresa Individual de Responsabilidade Limitada (de Natureza Empresária);08/06/2007;14;NÃO INFORMADO;Serviço;2020;1000.00
MORK SOLAR - PRODUTOS E SERVICOS ELETRICOS LTDA;COLOMBO;PR;Sociedade Empresária Limitada;18/04/2016;5;EMPRESA DE PEQUENO PORTE;Material;2020;19646.40
MOURACOM COMERCIO DE ARTIGOS DE INFORMATICA EIRELI;TRÊS CORAÇÕES;MG;Empresa Individual de Responsabilidade Limitada (de Natureza Empresária);07/03/2007;14;NÃO INFORMADO;Material;2018;1175246.76
MOURACOM COMERCIO DE ARTIGOS DE INFORMATICA EIRELI;TRÊS CORAÇÕES;MG;Empresa Individual de Responsabilidade Limitada (de Natureza Empresária);07/03/2007;14;NÃO INFORMADO;Material;2019;412814.02
LBR SOLUCOES EM TECNOLOGIA EIRELI;RIO DE JANEIRO;RJ;Empresa Individual de Responsabilidade Limitada (de Natureza Empresária);11/11/2015;6;EMPRESA DE PEQUENO PORTE;Material;2019;560053.60
LCI  LOCACAO COPIADORA E IMPRESSORA EIRELI;SENADOR CANEDO;GO;Empresa Individual de Responsabilidade Limitada (de Natureza Empresária);07/10/2004;17;NÃO INFORMADO;Serviço;2018;2000.00
LCPT SISTEMAS E SERVICOS DE INFORMATICA EIRELI;RIO DE JANEIRO;RJ;Empresa Individual de Responsabilidade Limitada (de Natureza Simples);17/05/2010;11;NÃO INFORMADO;Material;2019;32393.20
LCTEC COMERCIO ELETRO ELETRONICO LTDA;RIO DE JANEIRO;RJ;Sociedade Empresária Limitada;27/08/1997;24;NÃO INFORMADO;Material;2019;5000.00
LEDDWARE CONSTRUCOES E TECNOLOGIA LTDA;BRASÍLIA;DF;Sociedade Empresária Limitada;03/12/2019;2;NÃO INFORMADO;Material;2020;14548.98
LEEGA CONSULTORIA & INFORMATICA LTDA;SÃO PAULO;SP;Sociedade Empresária Limitada;21/07/2010;11;DEMAIS;Serviço;2018;5402.71
LEIFF LUCAS DE OLIVEIRA;ANÁPOLIS;GO;Empresário (Individual);20/02/2018;3;NÃO INFORMADO;Material;2020;34514.50
LEISTUNG COMERCIO E SERVICOS DE SISTEMAS DE ENERGIA LTDA.;BRASÍLIA;DF;Sociedade Empresária Limitada;29/01/2013;8;DEMAIS;Serviço;2018;1047598.44
LENDARIO COMERCIO DE EQUIPAMENTOS ELETRICOS EIRELI;BRASÍLIA;DF;Empresa Individual de Responsabilidade Limitada (de Natureza Empresária);01/07/2019;2;NÃO INFORMADO;Material;2020;0.00
LENI S SILVA DE LUCENA;SÃO PAULO;SP;Empresário (Individual);30/09/2014;7;EMPRESA DE PEQUENO PORTE;Material;2018;19883.54
LEONARDO GOMES CORDEIRO LOPES;SÃO PAULO;SP;Empresário (Individual);05/09/2007;14;NÃO INFORMADO;Serviço;2020;1200.00
LEONARDO MARTINS SIQUEIRA;MORRINHOS;GO;Empresário (Individual);28/04/2004;17;NÃO INFORMADO;Material;2018;3100.00
LEPIDUS TECNOLOGIA LTDA;FLORIANÓPOLIS;SC;Sociedade Empresária Limitada;02/12/2010;11;NÃO INFORMADO;Serviço;2020;52087.92
LEX EDITORA S A;SÃO PAULO;SP;Sociedade Anônima Fechada;21/07/1972;49;DEMAIS;Serviço;2020;4900.00
LEXBEMARK COMERCIO LTDA;PORTO ALEGRE;RS;Sociedade Empresária Limitada;05/08/1999;22;EMPRESA DE PEQUENO PORTE;Material;2020;156652.68
LEXSIS SISTEMAS DE INFORMATICA LTDA;PORTO ALEGRE;RS;Sociedade Empresária Limitada;08/03/2005;16;EMPRESA DE PEQUENO PORTE;Material;2020;3176.40
LFN COMERCIO E SERVICOS LTDA;PORTO ALEGRE;RS;Sociedade Empresária Limitada;04/02/2009;12;EMPRESA DE PEQUENO PORTE;Serviço;2020;1392.24
LG DOS SANTOS FILHO EIRELI;BARREIRAS;BA;Empresa Individual de Responsabilidade Limitada (de Natureza Empresária);01/04/2003;18;EMPRESA DE PEQUENO PORTE;Material;2020;5405.00
LG IT TECNOLOGIA E COMUNICACOES EIRELI;SÃO PAULO;SP;Empresa Individual de Responsabilidade Limitada (de Natureza Empresária);12/01/2006;15;EMPRESA DE PEQUENO PORTE;Material;2020;20800.00
LICEQ DO BRASIL - COMERCIO DE ESQUIPAMENTOS LTDA.;CURITIBA;PR;Sociedade Empresária Limitada;27/07/2015;6;NÃO INFORMADO;Material;2020;418.00
LICITA BRASIL SOLUCOES EM TECNOLOGIA EIRELI;BELO HORIZONTE;MG;Empresa Individual de Responsabilidade Limitada (de Natureza Empresária);18/03/2017;4;EMPRESA DE PEQUENO PORTE;Material;2020;262244.44
LICITA RIO COMERCIO E ASSESSORIA LTDA;MESQUITA;RJ;Sociedade Empresária Limitada;11/10/2016;5;NÃO INFORMADO;Material;2019;93.72
LICITE BRASIL COMERCIO E SERVICOS EIRELI;SÃO PAULO;SP;Empresa Individual de Responsabilidade Limitada (de Natureza Empresária);23/02/2017;4;EMPRESA DE PEQUENO PORTE;Material;2018;2485.95
LICITEC TECNOLOGIA EIRELI;JOINVILLE;SC;Empresa Individual de Responsabilidade Limitada (de Natureza Empresária);02/08/2012;9;EMPRESA DE PEQUENO PORTE;Serviço;2020;23116.00
LIDER NOTEBOOKS COMERCIO E SERVICOS LTDA;MONTES CLAROS;MG;Sociedade Empresária Limitada;02/09/2010;11;DEMAIS;Material;2020;1500724.64
LIDERSIS SISTEMAS E TECNOLOGIAS DA INFORMACAO EIRELI;BRASÍLIA;DF;Empresa Individual de Responsabilidade Limitada (de Natureza Empresária);16/03/2010;11;NÃO INFORMADO;Serviço;2018;350.00
LIDERSIS SISTEMAS E TECNOLOGIAS DA INFORMACAO EIRELI;BRASÍLIA;DF;Empresa Individual de Responsabilidade Limitada (de Natureza Empresária);16/03/2010;11;NÃO INFORMADO;Serviço;2019;3600.00
LIG LIG INFORMATICA EIRELI;CONCEIÇÃO DO ARAGUAIA;PA;Empresa Individual de Responsabilidade Limitada (de Natureza Empresária);20/09/2011;10;NÃO INFORMADO;Serviço;2018;4550.00
LIG LIG INFORMATICA EIRELI;CONCEIÇÃO DO ARAGUAIA;PA;Empresa Individual de Responsabilidade Limitada (de Natureza Empresária);20/09/2011;10;NÃO INFORMADO;Serviço;2019;2950.00
LIGA ENGENHARIA INDUSTRIA E COMERCIO LTDA;BRASÍLIA;DF;Sociedade Empresária Limitada;08/04/1991;30;DEMAIS;Serviço;2018;427085.83
LIGA ENGENHARIA INDUSTRIA E COMERCIO LTDA;BRASÍLIA;DF;Sociedade Empresária Limitada;08/04/1991;30;DEMAIS;Serviço;2019;459452.27
LIGA SISTEMAS DE INFORMATICA LTDA;BELO HORIZONTE;MG;Sociedade Empresária Limitada;18/11/1994;27;NÃO INFORMADO;Serviço;2020;107564.26
LILIAN MICHELLE RIECK TAVARES;JOINVILLE;SC;Empresário (Individual);26/06/2017;4;EMPRESA DE PEQUENO PORTE;Material;2018;151108.51
LILIAN MICHELLE RIECK TAVARES;JOINVILLE;SC;Empresário (Individual);26/06/2017;4;EMPRESA DE PEQUENO PORTE;Material;2019;33983.99
LIMA COMERCIO DE MATERIAIS E SERVICOS EIRELI;RIO DE JANEIRO;RJ;Empresa Individual de Responsabilidade Limitada (de Natureza Empresária);18/06/2018;3;DEMAIS;Material;2018;85.00
LINET SERVICOS DE COMUNICACAO LTDA;VITÓRIA DA CONQUISTA;BA;Sociedade Empresária Limitada;21/10/2009;12;EMPRESA DE PEQUENO PORTE;Serviço;2019;8800.00
LINK DATA INFORMATICA E SERVICOS S/A;BRASÍLIA;DF;Sociedade Anônima Fechada;04/11/1988;33;DEMAIS;Serviço;2018;1593750.85
LINK DATA INFORMATICA E SERVICOS S/A;BRASÍLIA;DF;Sociedade Anônima Fechada;04/11/1988;33;DEMAIS;Serviço;2019;1522541.34
LINUX SOLUTIONS INFORMATICA EIRELI;RIO DE JANEIRO;RJ;Empresa Individual de Responsabilidade Limitada (de Natureza Empresária);19/11/1999;22;EMPRESA DE PEQUENO PORTE;Serviço;2018;14918.00
LINUX SOLUTIONS INFORMATICA EIRELI;RIO DE JANEIRO;RJ;Empresa Individual de Responsabilidade Limitada (de Natureza Empresária);19/11/1999;22;EMPRESA DE PEQUENO PORTE;Serviço;2019;29900.00
LION BUSINESS EIRELI;RIO DE JANEIRO;RJ;Empresa Individual de Responsabilidade Limitada (de Natureza Empresária);17/09/2015;6;EMPRESA DE PEQUENO PORTE;Material;2019;71112.76
EASYTEC INFORMATICA LTDA;SÃO JOSÉ;SC;Sociedade Empresária Limitada;31/10/2014;7;NÃO INFORMADO;Material;2020;18709.80
EASYTECH INFORMATICA E SERVICOS LTDA;BRASÍLIA;DF;Sociedade Empresária Limitada;23/12/2002;19;EMPRESA DE PEQUENO PORTE;Material;2019;863.70
EBSCO BRASIL LTDA;RIO DE JANEIRO;RJ;Sociedade Empresária Limitada;12/09/1974;47;DEMAIS;Serviço;2019;795613.63
ECCOPOWER SISTEMAS DE ENERGIA IMPORTACAO, EXPORTACAO EIRELI;SÃO BERNARDO DO CAMPO;SP;Empresa Individual de Responsabilidade Limitada (de Natureza Empresária);26/09/2008;13;EMPRESA DE PEQUENO PORTE;Material;2018;168400.00
ECODIAL DISTRIBUIDORA E COMERCIO DE MATERIAIS ELETRICOS LTDA;SÃO JOSÉ DOS CAMPOS;SP;Sociedade Empresária Limitada;17/06/2013;8;NÃO INFORMADO;Material;2018;1636717.83
ECODIAL DISTRIBUIDORA E COMERCIO DE MATERIAIS ELETRICOS LTDA;SÃO JOSÉ DOS CAMPOS;SP;Sociedade Empresária Limitada;17/06/2013;8;NÃO INFORMADO;Material;2019;77405.04
ECOVOLTS COMERCIO ATACADISTA DE PECAS  E ACESSORIOS LTDA;CRICIÚMA;SC;Sociedade Empresária Limitada;17/07/2015;6;NÃO INFORMADO;Material;2018;4392.00
EDATEL TELECOMUNICACOES LTDA;RIO DE JANEIRO;RJ;Sociedade Empresária Limitada;01/11/1994;27;NÃO INFORMADO;Serviço;2018;133945.36
EDATEL TELECOMUNICACOES LTDA;RIO DE JANEIRO;RJ;Sociedade Empresária Limitada;01/11/1994;27;NÃO INFORMADO;Serviço;2019;113720.47
EDER SILVA DA SILVEIRA;CAMPINAS;SP;Empresário (Individual);14/01/2014;7;NÃO INFORMADO;Material;2020;2120.00
EDERSON CUNHA DE SOUSA - COMERCIO DE INFORMATICA;BRASÍLIA;DF;Empresário (Individual);03/09/2013;8;NÃO INFORMADO;Serviço;2018;13788.00
EDITORA REVISTA DOS TRIBUNAIS LTDA;SÃO PAULO;SP;Sociedade Empresária Limitada;23/08/1966;55;DEMAIS;Serviço;2020;36380.00
EDIVAN JUSTINO SANTOS;NATAL;RN;Empresário (Individual);02/08/2017;4;NÃO INFORMADO;Material;2020;0.00
EDSON ALVES SALAZAR;CURITIBA;PR;Empresário (Individual);30/05/2003;18;NÃO INFORMADO;Material;2018;12191.80
EDUARDO PRISTA ROSTEY;BRASÍLIA;DF;Empresário (Individual);10/01/2012;9;NÃO INFORMADO;Serviço;2019;11000.00
EF AUTOMOTIVA COMERCIO DE EQUIPAMENTOS AUTOMOTIVOS LTDA;SOROCABA;SP;Sociedade Empresária Limitada;29/05/2006;15;EMPRESA DE PEQUENO PORTE;Serviço;2018;6240.00
EFATA COMERCIO & SERVICOS EIRELI;RIO DE JANEIRO;RJ;Empresa Individual de Responsabilidade Limitada (de Natureza Empresária);21/07/2009;12;EMPRESA DE PEQUENO PORTE;Serviço;2020;86808.32
EFES COMERCIO E SERVICOS DE INFORMATICA EIRELI;SÃO PAULO;SP;Empresa Individual de Responsabilidade Limitada (de Natureza Empresária);16/10/2008;13;EMPRESA DE PEQUENO PORTE;Material;2018;792649.08
EFES COMERCIO E SERVICOS DE INFORMATICA EIRELI;SÃO PAULO;SP;Empresa Individual de Responsabilidade Limitada (de Natureza Empresária);16/10/2008;13;EMPRESA DE PEQUENO PORTE;Material;2019;565718.30
EFICACIA ORGANIZACAO LTDA;BRASÍLIA;DF;Sociedade Empresária Limitada;04/05/1982;39;NÃO INFORMADO;Serviço;2018;879033.37
EFICACIA ORGANIZACAO LTDA;BRASÍLIA;DF;Sociedade Empresária Limitada;04/05/1982;39;NÃO INFORMADO;Serviço;2019;1112053.21
EFICAZ SYSTEM EIRELI;CURITIBA;PR;Empresa Individual de Responsabilidade Limitada (de Natureza Empresária);23/11/2006;15;EMPRESA DE PEQUENO PORTE;Material;2019;1140.00
EGC COMERCIO E ATACADISTA DE INFORMATICA E ELETROELETRONICOS EIRELI;CONDE;PB;Empresa Individual de Responsabilidade Limitada (de Natureza Empresária);15/10/2018;3;EMPRESA DE PEQUENO PORTE;Material;2020;1228028.09
